media,country,week,articles
en_USA_nytime,ESP,2014-06-02,8
en_SGP_twoday,SDN,2014-05-26,1
en_CAN_starca,CUB,2014-03-31,2
en_NZL_nzhera,ARG,2014-01-27,5
es_CHL_mercur,PRK,2014-09-01,1.5
fr_CAN_jmontr,SOM,2014-05-05,1
es_ARG_nacion,ZAF,2014-10-20,1
es_VEN_univer,YEM,2014-04-28,1
fr_FRA_lepari,BEL,2014-03-31,1.5
en_NZL_nzhera,NGA,2015-03-30,14.5
en_SGP_twoday,TCD,2015-02-16,4
en_MLT_tmalta,GRC,2015-03-23,2
en_MYS_starmy,ISR,2015-06-15,9.6666666667
es_ESP_elpais,BOL,2015-05-25,2.5
en_GBR_guardi,KOR,2014-10-13,4
en_AUS_austra,IND,2014-02-10,1.5
en_MYS_starmy,GEO,2014-09-29,1
en_PAK_newint,RUS,2014-03-10,5.3333333333
en_GBR_guardi,NOR,2014-12-15,1
es_MEX_jormex,RUS,2015-02-09,2
es_ESP_elpais,ISR,2014-03-24,1
en_IND_hindti,UKR,2015-02-16,8.5
fr_FRA_lmonde,PAK,2014-09-01,3
es_ESP_catalu,GRC,2015-05-18,1
en_AUS_hersun,SRB,2015-06-08,3
es_VEN_univer,BGD,2014-05-12,1
en_IND_tindia,ISR,2014-01-06,3
es_ESP_catalu,TUR,2014-03-17,4.5
en_IND_hindti,FRA,2014-06-30,6.5
es_VEN_univer,CHL,2014-11-10,8.3333333333
en_AUS_austra,MMR,2015-03-09,1.5
en_GBR_dailyt,VAT,2014-09-15,7
fr_BEL_lesoir,COD,2014-08-18,1
en_CHN_mopost,GRC,2015-01-26,11
fr_FRA_lepari,CHE,2014-04-14,1
en_GBR_guardi,RUS,2014-06-23,8.5
en_NZL_nzhera,CYP,2014-03-24,4
en_IND_tindia,SLE,2015-05-25,1
en_USA_nytime,IND,2015-02-23,5
en_CAN_starca,POL,2014-10-20,0.3333333333
en_IND_hindti,NLD,2015-05-18,1
es_ESP_elpais,UKR,2015-03-30,2
en_JPN_jatime,MYS,2015-02-09,1
en_JPN_jatime,RUS,2014-08-04,8.8333333333
es_MEX_univer,UKR,2015-05-04,2
en_CAN_starca,MEX,2014-10-20,2
es_CHL_tercer,PSE,2015-04-13,1
en_SGP_twoday,TUN,2015-03-02,2
en_IND_tindia,YEM,2015-02-02,3
es_ESP_catalu,SYR,2014-04-21,1.5
en_PAK_newint,PHL,2014-11-24,1
en_SGP_twoday,DNK,2014-10-27,1.5
fr_DZA_elwata,IND,2014-12-29,0.5
en_GBR_dailyt,MYS,2014-04-14,14
es_CHL_mercur,ECU,2014-05-19,5
es_MEX_univer,IDN,2014-09-22,1
es_CHL_tercer,ITA,2014-10-13,2
es_BOL_larazo,ZAF,2014-07-14,1
en_MLT_tmalta,MYS,2014-12-22,1.5
fr_BEL_derheu,EGY,2015-04-20,1
fr_BEL_lesoir,TUR,2015-06-01,7
en_MLT_tmalta,LBY,2014-10-20,3
en_GBR_dailyt,DNK,2015-06-22,1.2
es_ESP_catalu,ISR,2014-10-20,3.3333333333
es_MEX_univer,IRN,2015-03-02,7
en_NZL_nzhera,SRB,2015-04-20,1
en_USA_nytime,CUB,2015-06-01,1
es_CHL_tercer,PSE,2015-01-26,1
en_CAN_starca,DNK,2014-09-15,1
en_MYS_starmy,GBR,2014-04-28,2.8333333333
en_NZL_nzhera,KHM,2014-12-22,2
en_GBR_guardi,ITA,2015-06-22,4.3333333333
en_NZL_nzhera,FRA,2014-02-17,15.0833333333
fr_CAN_jmontr,LBN,2014-07-07,1
es_BOL_larazo,VAT,2015-06-15,6.5
es_VEN_univer,AUT,2015-06-15,1.5
es_CHL_tercer,RWA,2014-03-31,1
en_NZL_nzhera,KOR,2015-04-27,8
en_USA_nytime,IDN,2015-01-26,2
en_MYS_starmy,JPN,2014-06-02,2.8333333333
es_MEX_univer,CUB,2015-04-27,4.5
es_ESP_elpais,HKG,2014-10-13,10.5
en_PAK_newint,SAU,2015-03-09,3
en_NZL_nzhera,KWT,2014-05-19,1
en_MYS_starmy,KOR,2014-10-13,7
fr_FRA_lmonde,BRA,2014-05-12,6
en_CAN_starca,SAU,2015-04-27,2.8333333333
en_NZL_nzhera,PRT,2014-05-05,2
en_PAK_newint,IDN,2015-04-20,1.5
en_GBR_guardi,GIN,2015-04-20,1
en_CHN_chinad,LBR,2014-08-18,4
en_CAN_starca,SGP,2015-05-04,1
en_PAK_newint,JOR,2015-04-27,1
es_ESP_elpais,CHN,2014-10-06,1
fr_DZA_xpress,UKR,2014-05-26,5
en_USA_nytime,IRQ,2014-02-03,6
en_USA_nytime,CZE,2014-01-13,2
en_JPN_jatime,IRQ,2015-06-08,8.5
en_IND_hindti,FRA,2014-08-11,1
es_VEN_univer,SLE,2014-09-22,4
en_PAK_newint,KHM,2014-08-04,1
es_ARG_nacion,ITA,2014-06-30,2
es_VEN_univer,YEM,2014-11-03,2
es_ARG_nacion,GBR,2015-04-20,2
es_BOL_patria,ARG,2014-12-08,2
en_GBR_guardi,USA,2014-07-14,57.5
en_IND_hindti,LBY,2015-03-23,1
en_GBR_guardi,MRT,2015-01-12,1
en_IND_tindia,VAT,2015-02-02,3.5
en_USA_wapost,ISR,2015-04-06,2.5
en_CAN_starca,GBR,2015-03-23,2
es_ESP_elpais,ECU,2015-06-08,3
en_IND_hindti,PRT,2014-06-02,1
en_PAK_newint,GBR,2014-07-14,3.8333333333
en_SGP_twoday,HRV,2015-04-13,2
es_MEX_jormex,IRQ,2014-11-17,0.3333333333
en_NZL_nzhera,COG,2015-01-12,2
en_AUS_austra,THA,2014-03-17,2
en_ZWE_chroni,SDN,2015-05-11,1
fr_FRA_lepari,IRQ,2015-02-23,4
en_USA_nytime,CHL,2015-06-22,1
es_ESP_catalu,RUS,2014-08-18,3.5
en_GBR_dailyt,DEU,2014-05-12,2.5
fr_DZA_elwata,ZMB,2014-07-14,1
es_BOL_larazo,JPN,2015-01-26,1
en_NZL_nzhera,KHM,2015-04-06,4
en_IND_hindti,EGY,2014-05-12,1
en_NZL_nzhera,AFG,2014-03-10,2
en_MYS_starmy,SAU,2014-07-28,1
es_MEX_univer,HND,2014-03-24,0.5
en_MYS_starmy,HND,2014-06-23,1
es_VEN_univer,COL,2015-06-22,20
en_SGP_twoday,THA,2015-02-09,14
en_NGA_thiday,TUR,2014-05-05,1
fr_FRA_lmonde,CAN,2014-11-17,1
en_CHN_mopost,IRN,2014-06-16,3.6666666667
en_MLT_tmalta,ETH,2015-04-13,0.5
en_IND_tindia,PRK,2014-03-03,4.5
en_PAK_newint,JPN,2014-05-12,1.5
en_NZL_nzhera,LBY,2014-09-15,8.5
en_CHN_mopost,MYS,2014-07-21,5.6666666667
en_CHN_mopost,SYR,2015-06-22,1
en_IND_tindia,YEM,2014-04-28,4
en_MYS_starmy,NPL,2015-06-08,4
fr_BEL_lesoir,IRQ,2014-01-06,1
en_IND_hindti,PAK,2015-04-06,5.8333333333
en_CHN_chinad,CAN,2014-03-10,1
es_VEN_univer,BLR,2015-02-02,0.5833333333
fr_BEL_derheu,IDN,2015-04-27,1
en_MYS_starmy,ARE,2015-05-04,1.5
es_MEX_univer,CUB,2014-07-21,4.5
fr_FRA_lmonde,MKD,2015-05-18,1
en_NZL_nzhera,DNK,2015-02-16,16
en_GBR_guardi,CHE,2015-02-02,1
en_USA_nytime,UKR,2014-02-10,2.5
en_CHN_chinad,LTU,2015-06-15,1
en_IND_tindia,COG,2014-06-09,1
es_CHL_tercer,PHL,2015-03-02,0.5
en_NZL_nzhera,PNG,2015-05-04,3.5
es_BOL_larazo,ESP,2014-06-16,1.3333333333
es_CHL_mercur,VAT,2015-05-25,1.5
en_JPN_jatime,PSE,2014-10-27,0.5
es_MEX_univer,BOL,2014-06-30,1
es_ARG_nacion,UKR,2014-06-23,2.8333333333
en_IND_hindti,AFG,2014-08-25,1
fr_BEL_lesoir,VAT,2014-02-03,4
en_IND_tindia,SEN,2014-10-13,1
en_AUS_austra,CHL,2015-04-20,1
es_VEN_univer,BRA,2015-06-15,6.5
es_MEX_jormex,RUS,2014-06-02,3.5
es_VEN_univer,GBR,2014-09-15,52.8333333333
fr_BEL_derheu,DZA,2014-11-10,1.5
en_PAK_newint,RUS,2015-06-22,1.5
es_MEX_univer,GBR,2014-08-11,5
en_GBR_guardi,BGD,2014-05-12,3
en_CAN_starca,YEM,2014-12-15,2
en_USA_nytime,PSE,2014-06-02,7.8333333333
es_ESP_elpais,FRA,2015-03-30,4.5
en_MLT_tmalta,LBY,2014-05-05,9
fr_FRA_lepari,BRA,2014-10-13,1
en_AUS_hersun,SYR,2014-04-07,1
en_NZL_nzhera,IND,2015-02-02,13
es_VEN_univer,MMR,2015-05-25,1
fr_DZA_elwata,EGY,2014-06-16,1
en_ZWE_chroni,NER,2015-05-04,1
es_BOL_larazo,ARG,2015-01-19,3
en_SGP_twoday,TUR,2015-01-19,4.5
en_PAK_newint,IND,2014-11-17,6
fr_FRA_lepari,CHE,2014-10-13,1
en_PAK_newint,OMN,2015-06-08,1.3333333333
es_CHL_tercer,TUR,2015-05-04,0.3333333333
en_MLT_tmalta,ESP,2014-10-13,5
en_USA_wapost,MEX,2014-12-22,1
en_MYS_starmy,BTN,2014-06-16,0.5
en_NZL_nzhera,AFG,2014-10-06,4.5
en_GBR_dailyt,LBY,2014-06-23,2
es_BOL_larazo,IRN,2014-02-10,3
en_IND_tindia,PRK,2014-04-07,1
en_NZL_nzhera,VAT,2014-01-06,6.5
en_NZL_nzhera,ESP,2014-03-10,5.75
fr_FRA_lmonde,JPN,2014-07-21,8
en_NZL_nzhera,IND,2015-06-22,8.5
en_AUS_austra,EGY,2015-02-16,3
es_CHL_tercer,USA,2015-01-26,11.8333333333
es_BOL_patria,VAT,2014-11-03,1
es_ESP_elpais,SWE,2014-03-24,1
fr_DZA_xpress,USA,2015-04-27,1.5
es_CHL_mercur,EGY,2014-11-10,4
es_VEN_univer,MEX,2015-06-08,19.5
fr_FRA_lepari,PSE,2014-07-21,33.1666666667
en_GBR_dailyt,JPN,2014-11-03,3
en_CAN_starca,ZAF,2015-03-09,4.5
en_IND_hindti,NPL,2015-05-11,13.5
en_NZL_nzhera,GEO,2014-11-10,2
en_GBR_guardi,MWI,2015-05-11,1
en_AUS_austra,IND,2014-09-01,2
es_BOL_patria,ARG,2014-11-24,2
fr_DZA_xpress,UKR,2014-07-14,0.5
en_IND_hindti,SYR,2015-03-30,1.8333333333
en_GBR_guardi,COG,2014-06-23,1
es_CHL_tercer,LBN,2014-12-29,1
en_PAK_newint,AFG,2014-08-25,3
en_GBR_guardi,IRQ,2015-05-18,15
en_USA_nytime,IRN,2015-02-09,3
fr_BEL_derheu,QAT,2014-12-22,1
en_USA_nytime,DZA,2014-03-10,1
en_MYS_starmy,ETH,2015-04-13,1.5
fr_FRA_lmonde,ZAF,2015-06-08,1
en_GBR_dailyt,LKA,2014-02-03,1
es_MEX_univer,KEN,2014-07-14,1
es_VEN_univer,GBR,2014-05-12,1.8333333333
fr_CAN_jmontr,JAM,2014-09-01,3
es_CHL_tercer,UKR,2015-02-02,15.0833333333
en_SGP_twoday,ZWE,2015-04-13,1
en_CHN_chinad,MMR,2014-09-15,1
en_MYS_starmy,POL,2014-07-28,3.5
en_GBR_dailyt,TUR,2014-05-12,29.5
en_CAN_starca,AFG,2014-04-07,2
es_BOL_larazo,CHN,2015-01-05,1
en_CHN_chinad,AFG,2014-01-06,3
es_VEN_univer,CHL,2014-09-08,11.5
en_NZL_nzhera,COL,2015-04-13,6
en_SGP_twoday,POL,2015-02-23,2.8333333333
en_NZL_nzhera,FRA,2014-11-03,9.5
fr_CAN_jmontr,GBR,2014-09-29,4.5
en_NGA_thiday,QAT,2015-05-11,0.5
fr_FRA_lepari,SLV,2014-02-10,1
en_NZL_nzhera,DNK,2014-06-02,1
en_PAK_newint,YEM,2015-02-23,2
es_ARG_nacion,PAN,2015-04-06,1.1666666667
es_ESP_catalu,ROU,2014-07-14,1
en_IND_tindia,BRA,2014-04-14,1
en_GBR_dailyt,LKA,2014-04-07,1
es_CHL_tercer,USA,2015-05-04,22.6666666667
fr_FRA_lmonde,IRQ,2015-03-30,5
fr_FRA_lmonde,TWN,2014-04-21,1
en_CAN_starca,USA,2015-04-13,12.5
en_MLT_tmalta,NPL,2014-04-21,1
fr_FRA_lepari,QAT,2014-07-28,1
en_IND_tindia,MYS,2014-10-20,1
en_USA_nytime,THA,2014-10-27,1
en_CAN_starca,KOR,2014-06-23,2
en_NGA_thiday,CHN,2015-05-04,2
en_USA_wapost,SLV,2015-01-12,1
es_MEX_univer,HND,2014-04-21,2.8333333333
en_GBR_dailyt,GTM,2015-06-08,1
en_GBR_dailyt,NOR,2014-09-29,2
en_CAN_starca,ZAF,2015-04-20,2
en_JPN_jatime,MEX,2015-04-20,3
es_BOL_larazo,CHN,2014-05-05,2
es_CHL_tercer,JOR,2014-05-19,0.3333333333
fr_DZA_xpress,ZAF,2014-11-24,0.3333333333
en_CAN_starca,IRN,2014-03-10,1
es_MEX_jormex,ISR,2014-11-10,1.5
en_IND_tindia,IRQ,2014-08-25,5.8333333333
en_PAK_newint,MYS,2014-04-07,1
es_VEN_univer,NGA,2015-04-27,6
en_IND_tindia,MMR,2014-02-24,2
en_GBR_guardi,PAK,2014-11-24,5
en_GBR_dailyt,NZL,2014-01-13,2
en_JPN_jatime,PAK,2014-09-01,2
fr_DZA_elwata,TUR,2015-01-26,1
fr_FRA_lmonde,ARG,2014-10-20,1
en_NGA_thiday,GMB,2014-06-02,1
es_BOL_larazo,USA,2014-09-01,8
fr_DZA_xpress,MAR,2015-06-22,0.5
es_ESP_catalu,YEM,2015-04-06,3.5
en_USA_nytime,MEX,2014-08-11,2
en_GBR_dailyt,AFG,2015-02-16,2.5
fr_DZA_xpress,ITA,2014-03-31,0.3333333333
en_MYS_starmy,BRA,2015-01-12,0.3333333333
en_NZL_nzhera,PHL,2014-05-05,5
en_IND_tindia,VEN,2015-02-02,1
en_MLT_tmalta,DEU,2014-07-07,5
fr_FRA_lepari,NER,2015-02-02,2
fr_DZA_xpress,GMB,2014-12-29,2
en_CHN_chinad,UKR,2015-02-02,6.8333333333
es_MEX_univer,AFG,2014-06-30,2
es_ESP_elpais,TUR,2015-02-09,4
en_GBR_guardi,ZAF,2014-09-08,38.3333333333
es_CHL_mercur,POL,2014-04-07,1
en_AUS_austra,GBR,2014-03-10,3.5
en_GBR_guardi,GHA,2015-04-06,1
en_AUS_hersun,GBR,2014-10-13,1
es_MEX_univer,PHL,2014-08-04,1
en_CHN_mopost,ESP,2015-05-25,1
es_CHL_mercur,NGA,2014-12-29,1.5
en_NZL_nzhera,AZE,2014-07-28,1
en_NZL_nzhera,GBR,2014-12-29,30
fr_FRA_lmonde,KEN,2014-01-20,0.3333333333
en_ZWE_chroni,SYR,2014-06-09,2
en_GBR_dailyt,DEU,2014-08-18,4
es_BOL_patria,ESP,2014-12-29,0.5
en_GBR_dailyt,COL,2014-11-17,2
en_MYS_starmy,TCD,2015-05-25,1
es_ESP_elpais,PER,2015-03-09,1
en_SGP_twoday,ITA,2015-04-27,25
fr_DZA_xpress,BLR,2014-09-01,0.5
en_SGP_twoday,ISR,2015-05-04,12.3333333333
fr_FRA_lepari,NGA,2014-10-13,6.5
en_SGP_twoday,JOR,2014-12-15,1.3333333333
en_NZL_nzhera,ARG,2015-01-19,2
fr_FRA_lmonde,TUN,2014-06-30,0.5
es_ARG_nacion,ATG,2015-03-09,0.5
es_VEN_univer,MLI,2014-05-12,1
en_PAK_newint,SAU,2015-06-15,1
es_MEX_univer,SOM,2014-10-20,1
fr_FRA_lmonde,LUX,2015-01-12,1
en_NZL_nzhera,AZE,2014-08-04,0.5
fr_FRA_lmonde,LSO,2014-08-25,2.5
es_ESP_catalu,IRQ,2014-06-16,5
es_CHL_mercur,PAK,2015-05-04,1
en_SGP_twoday,KOR,2015-04-20,7
es_MEX_univer,CHE,2014-04-28,0.5
fr_FRA_lepari,GNQ,2014-03-17,0.5
en_GBR_guardi,AUS,2014-10-13,17.5
en_USA_wapost,AFG,2014-09-29,8.5
es_CHL_tercer,TUR,2015-02-09,0.5
en_NZL_nzhera,LBY,2014-10-27,7.5
es_ESP_elpais,PRK,2014-10-06,2
en_IND_hindti,IRQ,2014-04-21,2
en_MLT_tmalta,VAT,2014-05-05,3
en_GBR_dailyt,PAK,2014-12-01,2
en_USA_nytime,ZWE,2014-11-17,1
en_MLT_tmalta,LBY,2014-11-03,7.5
en_GBR_dailyt,AUS,2015-05-04,13.5
en_USA_nytime,PSE,2014-10-27,8
en_AUS_hersun,IDN,2015-02-23,1
fr_DZA_xpress,ISR,2014-09-08,0.5
en_JPN_jatime,AFG,2014-11-17,1.5
fr_FRA_lepari,DEU,2015-03-30,1
es_VEN_univer,CHE,2014-06-02,0.5
en_SGP_twoday,TUN,2015-05-25,5
es_CHL_tercer,HTI,2014-11-10,1
es_ESP_elpais,UKR,2014-03-24,25.3333333333
fr_FRA_lepari,CAF,2014-02-03,7
es_CHL_mercur,BRA,2014-11-10,4.5
en_NZL_nzhera,AUT,2015-01-05,3
en_GBR_dailyt,PSE,2014-05-19,1
es_CHL_mercur,ARG,2014-04-28,1.8333333333
es_CHL_tercer,IRL,2014-06-02,1
en_USA_nytime,ETH,2015-05-18,2
en_SGP_twoday,VNM,2015-04-13,0.5
en_MYS_starmy,ESP,2014-09-08,4
en_IND_hindti,SAU,2014-10-06,1
es_CHL_mercur,USA,2015-05-25,26.6666666667
en_NZL_nzhera,THA,2014-07-21,6
en_MLT_tmalta,RUS,2014-08-04,5
en_CHN_mopost,EGY,2014-03-24,6
en_USA_wapost,SYR,2014-01-13,9.1666666667
en_JPN_jatime,NLD,2014-12-01,1
es_CHL_tercer,DEU,2015-04-06,1.5
en_NZL_nzhera,MEX,2014-11-03,34
en_MYS_starmy,RUS,2014-12-01,49.5
es_MEX_jormex,PSE,2014-07-21,2
en_IND_tindia,HKG,2014-12-01,2
en_GBR_dailyt,HUN,2015-03-23,1
en_JPN_jatime,FRA,2015-02-23,9
en_USA_nytime,SOM,2015-06-22,2
en_IND_hindti,TWN,2014-11-24,1
en_USA_nytime,SOM,2014-10-06,3
es_MEX_jormex,COL,2014-10-27,2
en_USA_nytime,SYR,2014-11-24,3.5
es_MEX_univer,MYS,2014-03-31,14.5
en_GBR_dailyt,MYS,2015-02-09,2
es_BOL_patria,THA,2014-06-02,1
en_NZL_nzhera,KEN,2015-02-02,3.5
es_ESP_catalu,BEL,2015-03-09,1
en_MYS_starmy,CHN,2015-05-11,35.3333333333
en_GBR_guardi,ESP,2014-06-02,19
es_MEX_univer,BOL,2015-02-02,1
es_CHL_mercur,HTI,2014-11-03,1
en_USA_nytime,IRL,2015-06-15,5
es_CHL_mercur,SAU,2015-02-02,1
en_CHN_mopost,HKG,2014-03-31,2
en_GBR_dailyt,IND,2014-03-17,3
en_SGP_twoday,TUR,2015-05-04,7.3333333333
en_CHN_mopost,EGY,2014-11-10,1
fr_FRA_lepari,GRC,2014-03-17,1
en_MYS_starmy,BLR,2014-11-24,0.5
en_SGP_twoday,AUT,2014-07-28,1
es_CHL_tercer,DEU,2014-04-14,0.3333333333
en_USA_nytime,IRQ,2015-04-20,2.5
fr_BEL_lesoir,XK,2014-11-03,1
en_IND_tindia,IRQ,2014-12-01,3
es_CHL_mercur,KOR,2014-06-09,3.5
en_CHN_mopost,HTI,2014-01-20,0.5
es_VEN_univer,HND,2014-05-19,1
fr_FRA_lmonde,CAN,2014-11-03,2
en_USA_wapost,SLE,2014-12-08,1
en_AUS_austra,RUS,2014-10-20,4
es_MEX_univer,GNB,2014-08-11,0.5
en_USA_nytime,POL,2014-05-26,1
es_MEX_univer,UKR,2014-04-28,23
en_GBR_dailyt,RUS,2014-06-30,2.5
en_IND_tindia,EGY,2015-02-23,2
es_VEN_univer,AUS,2014-11-10,0.3333333333
en_CHN_mopost,NIC,2014-12-22,4
en_IND_hindti,AUT,2014-08-04,1
en_IND_hindti,ESP,2014-08-04,1
es_CHL_tercer,PER,2014-09-29,1
es_MEX_univer,THA,2014-08-18,2
es_CHL_tercer,RUS,2015-05-18,2
en_ZWE_chroni,ETH,2014-07-14,1
fr_FRA_lepari,ISR,2014-05-12,1
en_SGP_twoday,MMR,2014-07-28,2.5
en_IND_tindia,AUS,2014-04-07,4
en_CHN_mopost,GUY,2014-09-15,2
fr_FRA_lmonde,VEN,2015-03-23,1
en_CHN_chinad,JPN,2014-10-13,13
fr_DZA_elwata,TUN,2015-04-06,1
en_MYS_starmy,HKG,2014-09-22,34
en_PAK_newint,BFA,2014-10-27,2
es_CHL_tercer,NGA,2014-04-14,3
en_AUS_austra,ITA,2015-04-06,2
en_GBR_guardi,TUR,2015-03-30,13.5
en_NZL_nzhera,NLD,2014-09-29,1
en_NZL_nzhera,GBR,2015-05-25,16.5
es_VEN_univer,HKG,2015-04-13,0.5
en_AUS_hersun,POL,2014-06-02,2
es_ESP_elpais,CHN,2014-05-12,8.5
es_VEN_univer,QAT,2014-07-21,0.6666666667
es_BOL_larazo,USA,2014-10-20,3.5
fr_BEL_lesoir,SAU,2014-12-22,1
es_CHL_tercer,ECU,2014-06-23,0.5
en_USA_nytime,BEL,2015-06-01,1
en_MYS_starmy,TZA,2014-09-22,1
en_MYS_starmy,FRA,2015-05-18,11.8333333333
en_USA_nytime,BEL,2014-12-15,1
es_MEX_univer,CUB,2015-06-22,4
en_USA_wapost,IRN,2015-03-02,22.5
es_VEN_univer,NER,2015-02-16,3
es_ARG_nacion,BRA,2015-04-27,1.5
en_NZL_nzhera,SGP,2015-06-15,0.5
es_MEX_univer,MAR,2015-01-26,0.5
es_BOL_patria,ARG,2014-11-03,4
es_MEX_univer,IRN,2014-08-11,5
en_SGP_twoday,ESP,2014-12-01,2.5
en_MYS_starmy,CZE,2014-07-28,1
es_BOL_larazo,BRA,2014-12-01,5.5
en_MYS_starmy,ITA,2015-06-15,6.5833333333
en_CHN_chinad,ESP,2015-01-05,1
es_CHL_mercur,PRK,2015-04-20,1
es_CHL_mercur,TON,2014-04-21,1
fr_FRA_lepari,TUR,2014-03-17,3.5
en_ZWE_chroni,PAK,2014-01-27,1
es_ESP_catalu,IRQ,2014-12-29,1.5
fr_FRA_lepari,MEX,2014-08-04,1
es_ARG_nacion,ZAF,2014-12-08,1
en_USA_nytime,SLE,2014-08-04,1
es_MEX_univer,CUB,2014-12-22,7.5
en_PAK_newint,CAN,2015-04-06,1
es_CHL_tercer,CUB,2014-03-31,1.5
es_ESP_catalu,JOR,2014-09-22,1
en_MLT_tmalta,RUS,2014-09-01,9
es_ESP_elpais,IRN,2014-10-20,2
en_NZL_nzhera,SLE,2015-02-09,1
en_CHN_chinad,SRB,2015-01-19,1
es_ESP_elpais,ISR,2014-12-15,4.3333333333
es_CHL_tercer,ZAF,2014-05-05,2
en_USA_nytime,BRA,2014-12-01,4
es_MEX_univer,AUS,2015-03-02,2.5
en_NZL_nzhera,CUB,2014-09-08,4.5
en_PAK_newint,LBN,2014-12-01,1
es_MEX_jormex,NGA,2014-05-26,3
es_CHL_tercer,FRA,2014-03-31,1.5
es_CHL_mercur,CHN,2014-11-17,4.5
en_MYS_starmy,ITA,2014-04-28,3.5
en_GBR_dailyt,SLE,2014-07-28,6
en_USA_nytime,PAN,2014-02-24,1
en_GBR_dailyt,USA,2014-07-07,37.75
en_NZL_nzhera,GRC,2014-07-14,8
es_VEN_univer,KOR,2014-12-01,1.5
fr_FRA_lepari,IRQ,2014-10-13,0.5
en_CHN_chinad,JPN,2014-07-28,15
en_GBR_guardi,ZMB,2014-11-03,1
fr_DZA_xpress,SSD,2015-03-23,0.5
es_BOL_patria,MEX,2015-03-09,4.5
en_PAK_newint,KEN,2014-07-07,1
en_PAK_newint,CHN,2014-05-12,2
en_CHN_mopost,EGY,2014-04-14,1
en_CHN_chinad,VEN,2014-11-17,1
en_IND_tindia,IDN,2014-07-07,5
es_MEX_univer,CRI,2014-10-27,3
en_USA_wapost,CUB,2015-02-23,2
en_GBR_guardi,DOM,2015-04-20,2
es_BOL_larazo,GRC,2015-01-26,3
en_GBR_guardi,KEN,2014-09-01,1.5
en_JPN_jatime,LBN,2015-01-19,0.75
es_MEX_jormex,ESP,2015-01-26,2.3333333333
es_VEN_univer,ESP,2015-04-27,17.0833333333
en_GBR_guardi,SLE,2014-11-24,2.5
es_ESP_elpais,ISR,2015-06-01,3
en_CHN_chinad,FRA,2014-07-28,1
en_PAK_newint,YEM,2015-06-08,4.8333333333
en_PAK_newint,IND,2014-10-13,10.5
en_USA_nytime,ARG,2015-04-13,0.5
fr_BEL_lesoir,TUR,2015-03-30,1
en_USA_wapost,CHN,2015-04-27,1
en_CHN_chinad,GIN,2015-03-16,0.3333333333
en_MYS_starmy,THA,2014-06-30,5
en_GBR_dailyt,CHE,2014-11-24,1
en_IND_tindia,SAU,2014-09-29,1
en_NZL_nzhera,BHS,2014-08-18,5
en_GBR_guardi,ECU,2015-06-15,5
en_USA_wapost,SSD,2014-08-11,0.5
es_MEX_univer,ARE,2015-02-09,0.5
en_SGP_twoday,GRC,2014-12-08,17.5
en_ZWE_chroni,ISR,2015-03-02,2
fr_FRA_lepari,COL,2014-10-06,1
es_MEX_jormex,PHL,2014-12-08,1
es_ESP_catalu,FRA,2015-03-16,2.5
en_GBR_guardi,NZL,2014-12-08,2
en_GBR_dailyt,GEO,2015-02-02,3
fr_BEL_lesoir,DEU,2015-05-04,3.3333333333
fr_DZA_elwata,PSE,2014-07-07,1
en_MYS_starmy,SSD,2014-05-26,0.5
en_JPN_jatime,CAN,2014-10-27,3.5
es_ARG_nacion,ISR,2014-11-03,1.5
en_MLT_tmalta,BIH,2015-03-23,1
es_ESP_elpais,GBR,2015-05-04,33.5
es_CHL_mercur,GBR,2014-08-25,6.5
en_NZL_nzhera,KHM,2014-11-24,1
es_CHL_tercer,CHN,2015-01-26,1.5
en_JPN_jatime,USA,2015-03-02,19
es_ESP_elpais,CHN,2014-07-07,4.3333333333
en_MYS_starmy,LBN,2014-12-01,12.5
es_MEX_univer,FRA,2015-03-09,7
es_MEX_univer,JPN,2014-12-15,2
fr_FRA_lmonde,PAK,2014-03-31,2
en_USA_nytime,SLV,2015-04-13,1
fr_DZA_xpress,LBY,2014-05-05,2
fr_DZA_xpress,NER,2015-02-09,2
en_NGA_thiday,RWA,2014-05-05,1
en_PAK_newint,SLE,2014-07-21,1
en_IND_tindia,XK,2014-06-09,1
en_PAK_newint,LBY,2014-02-10,1
es_BOL_patria,HND,2014-09-22,1.3333333333
en_MLT_tmalta,ISL,2014-09-01,2
es_CHL_mercur,DEU,2014-07-07,3
es_VEN_univer,UKR,2015-05-18,5.0333333333
fr_DZA_xpress,MLI,2015-05-04,2
en_JPN_jatime,CHE,2014-11-24,3
en_USA_nytime,BLR,2015-05-04,1
en_JPN_jatime,ITA,2014-09-01,0.5
en_NZL_nzhera,BHR,2014-10-27,2
en_CHN_mopost,PRK,2015-01-12,1
es_VEN_univer,ARG,2014-09-01,10.5
en_GBR_guardi,FSM,2014-11-17,1
en_GBR_guardi,RUS,2015-05-25,20.6666666667
en_NGA_thiday,NER,2014-12-15,0.25
en_ZWE_chroni,ISR,2014-06-23,1
en_USA_nytime,CHE,2014-07-07,2
en_USA_wapost,PSE,2014-09-08,1
es_MEX_univer,SLV,2015-02-23,1
es_MEX_univer,CUB,2015-02-23,11
en_NZL_nzhera,HTI,2014-05-19,3
es_CHL_mercur,ITA,2014-04-07,1
en_GBR_guardi,KHM,2014-09-29,1.3333333333
es_CHL_mercur,FRA,2015-04-06,5
en_PAK_newint,KAZ,2015-05-25,1
en_ZWE_chroni,JPN,2015-03-09,1
