media,country,week,articles
es_VEN_univer,ECU,2014-04-07,4.5
fr_FRA_lmonde,IDN,2014-08-11,1
en_JPN_jatime,IRL,2015-02-23,0.5
es_VEN_univer,RWA,2015-06-22,2.1666666667
en_NZL_nzhera,CHL,2014-12-01,2.5
en_MYS_starmy,VEN,2014-12-08,4.6666666667
es_BOL_larazo,MEX,2015-06-22,1
es_CHL_tercer,ITA,2015-05-04,2
en_MLT_tmalta,ITA,2015-01-19,1
es_CHL_mercur,ARG,2014-12-08,3
es_CHL_mercur,CHN,2014-05-12,4
fr_FRA_lmonde,KOR,2014-04-21,14
en_PAK_newint,DEU,2014-01-13,1
en_CHN_chinad,HUN,2014-12-08,0.5
en_PAK_newint,UKR,2014-08-11,3.3333333333
en_GBR_dailyt,BRA,2015-01-05,1
es_MEX_univer,PNG,2015-03-30,0.5
es_MEX_univer,SWE,2015-03-23,2
en_GBR_dailyt,HKG,2014-10-20,10.5
en_IND_hindti,CAN,2014-05-19,1
en_USA_nytime,HKG,2014-02-24,4
en_JPN_jatime,ARG,2015-03-09,1
en_MYS_starmy,DZA,2014-09-22,5.5
fr_FRA_lmonde,THA,2014-03-10,1
en_AUS_austra,SYR,2014-04-21,3
en_MYS_starmy,KEN,2014-07-28,1
en_USA_nytime,NOR,2014-11-17,0.5
fr_DZA_xpress,CHE,2015-02-23,1.5
en_USA_wapost,MDA,2014-03-24,1.5
en_GBR_dailyt,UKR,2014-03-24,28.8333333333
en_NZL_nzhera,MLI,2014-01-20,3.5
fr_FRA_lmonde,CHE,2015-04-27,2
en_SGP_twoday,AUS,2014-11-10,8.8333333333
es_ESP_elpais,GBR,2014-08-25,5
en_GBR_guardi,CHN,2014-09-08,2
en_SGP_twoday,IND,2014-11-03,18
fr_FRA_lepari,MDG,2014-01-20,1
fr_BEL_derheu,ITA,2015-04-06,5
fr_CAN_jmontr,CHN,2014-06-23,2
en_NZL_nzhera,HKG,2015-02-09,3
es_BOL_patria,BRA,2014-08-11,2
en_GBR_guardi,BOL,2014-09-15,1
en_SGP_twoday,ZAF,2014-11-17,2.5
en_MLT_tmalta,LKA,2015-01-12,1.5
en_USA_nytime,POL,2014-11-17,0.3333333333
en_JPN_jatime,DEU,2014-12-01,2.5
en_NZL_nzhera,URY,2014-06-30,1
es_ARG_nacion,BOL,2014-08-18,1
en_GBR_guardi,NLD,2014-09-22,1
en_NZL_nzhera,MCO,2015-01-12,1
es_CHL_tercer,PNG,2014-04-14,1
en_GBR_dailyt,NGA,2014-11-17,1
fr_FRA_lepari,SOM,2014-04-07,3
es_ESP_elpais,BOL,2014-08-25,0.5
en_SGP_twoday,BIH,2015-06-15,1
en_ZWE_chroni,NGA,2014-09-22,3
en_JPN_jatime,DEU,2015-01-05,2
es_BOL_patria,LBR,2014-08-18,1
en_SGP_twoday,IRL,2015-06-01,3
es_MEX_univer,TUR,2014-11-17,1.5
en_MYS_starmy,NPL,2014-07-28,4
en_NZL_nzhera,AUT,2015-05-18,1
fr_FRA_lepari,CMR,2015-06-08,1
es_CHL_tercer,GRC,2014-04-07,2
es_BOL_patria,NGA,2014-06-30,0.25
en_NZL_nzhera,LKA,2014-05-19,2
en_USA_wapost,ISR,2014-07-07,24.5
es_VEN_univer,SYC,2014-10-13,2.5
fr_BEL_derheu,GBR,2014-12-08,1
en_SGP_twoday,CUB,2015-02-02,5
es_VEN_univer,CHL,2014-06-23,2
en_IND_hindti,NGA,2014-07-21,1
en_GBR_guardi,IRQ,2015-06-22,6
en_CHN_mopost,SOM,2015-03-23,1
en_GBR_dailyt,POL,2014-07-07,1
es_BOL_patria,CUB,2015-01-26,1
en_NZL_nzhera,NER,2014-08-11,1
en_NZL_nzhera,VAT,2014-04-28,4.5
en_MLT_tmalta,USA,2015-05-11,8
en_NZL_nzhera,MLI,2014-11-17,5.3333333333
fr_BEL_derheu,PSE,2014-12-08,1
es_BOL_larazo,SLV,2014-02-17,1
en_CHN_chinad,GBR,2014-09-15,17
es_VEN_univer,MEX,2015-05-04,9
en_SGP_twoday,CRI,2014-10-20,1
fr_BEL_derheu,ITA,2015-03-02,1
en_GBR_guardi,CUB,2014-02-10,2
en_ZWE_chroni,SYR,2014-10-27,1
fr_FRA_lmonde,CUB,2015-03-09,1.5
en_GBR_guardi,MAR,2014-12-08,0.5
fr_BEL_derheu,SYR,2014-09-15,2.5
fr_DZA_xpress,BEL,2014-11-17,0.5
en_CAN_starca,ZWE,2015-02-23,1
en_GBR_dailyt,JPN,2015-06-22,7
en_NZL_nzhera,MYS,2014-11-10,7
es_MEX_jormex,NGA,2014-07-14,1
en_AUS_austra,JPN,2014-01-20,2
es_ESP_elpais,HTI,2015-02-16,2
en_AUS_austra,AFG,2015-05-25,2.5
en_NZL_nzhera,QAT,2014-10-20,0.5
en_CAN_starca,NGA,2014-12-29,1
en_NZL_nzhera,ESP,2014-12-15,8
en_GBR_guardi,USA,2014-07-21,70.5
en_PAK_newint,BDI,2014-10-13,0.5
en_USA_nytime,SYR,2015-03-30,6
en_NZL_nzhera,COL,2015-02-23,4
en_AUS_austra,SDN,2015-06-15,1
en_SGP_twoday,MOZ,2015-04-20,0.5
fr_FRA_lepari,CHN,2015-05-11,0.3333333333
en_USA_nytime,NGA,2014-08-11,3
en_IND_hindti,ZWE,2015-02-23,1
fr_FRA_lepari,LTU,2014-12-01,0.3333333333
en_SGP_twoday,LBR,2014-08-18,5.5
en_USA_nytime,IND,2014-10-20,3
en_USA_nytime,HKG,2015-04-13,1
en_CAN_starca,RUS,2014-04-07,5.5
en_CHN_chinad,GBR,2014-02-17,3
es_ESP_elpais,PAK,2015-04-20,0.5
en_SGP_twoday,THA,2014-10-13,9
en_NZL_nzhera,MLI,2015-02-23,1
en_SGP_twoday,LTU,2015-03-09,0.5
es_ESP_catalu,CUB,2014-11-24,1
fr_DZA_xpress,BEL,2015-01-26,1
fr_FRA_lmonde,LBY,2014-05-26,1.5
en_MYS_starmy,KOR,2015-03-02,13
en_GBR_guardi,BIH,2014-10-13,1.5
en_CAN_starca,IND,2014-11-24,2
es_VEN_univer,MMR,2015-06-22,1
en_GBR_guardi,USA,2015-04-06,101.1666666667
fr_DZA_xpress,VAT,2014-10-20,0.3333333333
es_ARG_nacion,USA,2015-06-15,22.5
en_NZL_nzhera,ZMB,2014-11-17,3
en_USA_wapost,MDA,2014-05-12,0.3333333333
en_PAK_newint,PRK,2014-12-22,1
en_IND_hindti,CHN,2015-06-15,8.5
en_NZL_nzhera,ZWE,2015-04-06,2
es_CHL_tercer,NIC,2014-08-25,1
en_PAK_newint,RUS,2015-03-30,1
fr_FRA_lepari,BEL,2014-01-06,1
en_CHN_mopost,EGY,2015-02-23,1
en_GBR_guardi,ESP,2015-02-16,10
fr_BEL_derheu,ITA,2015-05-18,1.5
en_AUS_hersun,JPN,2014-07-07,8
en_IND_tindia,DEU,2015-03-09,2
en_CHN_chinad,MYS,2014-03-31,16
en_MLT_tmalta,PER,2015-05-11,1
es_VEN_univer,USA,2014-06-23,20
es_BOL_larazo,ISR,2015-02-23,1
en_AUS_austra,CAN,2014-01-20,2
en_SGP_twoday,BDI,2015-02-16,0.5
fr_BEL_lesoir,CUB,2014-01-06,0.5
es_CHL_mercur,ITA,2015-05-25,1
es_ESP_catalu,MAR,2015-04-20,2
en_MLT_tmalta,USA,2015-04-06,19
en_GBR_guardi,NLD,2015-01-26,4
en_GBR_guardi,TLS,2014-12-22,3
es_MEX_univer,ESP,2015-01-26,2.5
en_ZWE_chroni,RUS,2014-08-25,1.5
en_JPN_jatime,HTI,2015-02-16,1
en_NZL_nzhera,CYP,2015-04-06,2
en_CHN_chinad,AUS,2014-10-27,1.3333333333
fr_CAN_jmontr,ISR,2014-12-29,0.5
en_SGP_twoday,EGY,2015-04-27,6.3333333333
en_IND_tindia,ISR,2014-08-18,5.8333333333
en_SGP_twoday,LSO,2015-02-23,3
en_NZL_nzhera,MOZ,2015-02-16,1
en_GBR_guardi,CXR,2014-08-25,3
es_ARG_nacion,AUT,2014-11-17,1
en_NZL_nzhera,PHL,2014-12-22,3
en_AUS_austra,IRQ,2015-02-23,4
es_CHL_mercur,ECU,2015-01-26,1
es_ESP_elpais,LBN,2014-09-01,1
es_CHL_mercur,CHE,2014-09-22,1
en_GBR_dailyt,NOR,2014-05-12,1.5
en_GBR_guardi,NZL,2014-11-24,1.5
en_NZL_nzhera,SOM,2015-06-15,0.5
fr_BEL_derheu,GIN,2014-08-18,0.3333333333
es_BOL_larazo,SYR,2015-03-23,4
en_IND_tindia,DEU,2014-10-06,0.5
en_PAK_newint,MMR,2014-08-25,2
en_NZL_nzhera,WSM,2014-01-06,1
es_ARG_nacion,CHN,2015-03-09,1
es_ESP_catalu,IRN,2015-04-27,2
en_NZL_nzhera,KHM,2014-10-06,2
en_PAK_newint,NLD,2014-07-14,1
en_GBR_guardi,BOL,2014-04-14,3
en_GBR_guardi,KEN,2014-09-15,2.5
es_VEN_univer,DZA,2014-07-28,1.25
en_GBR_guardi,MOZ,2014-12-08,1
en_USA_wapost,SDN,2014-05-05,1
en_USA_nytime,VAT,2015-06-08,3.3333333333
es_VEN_univer,ITA,2014-08-11,3.5
en_CHN_chinad,KOR,2014-01-27,1
en_GBR_guardi,SSD,2015-01-05,0.3333333333
en_NZL_nzhera,SSD,2014-03-31,1.3333333333
en_SGP_twoday,PHL,2014-08-04,1.5
es_CHL_mercur,MEX,2014-09-22,3
en_AUS_austra,POL,2014-05-26,2
en_GBR_guardi,SYR,2014-09-01,3
en_USA_nytime,POL,2015-05-11,2
en_PAK_newint,PHL,2015-06-22,0.5
en_SGP_twoday,UKR,2014-12-29,8
fr_DZA_elwata,PSE,2015-03-16,1.5
es_MEX_univer,VEN,2015-01-19,2
en_USA_wapost,SAU,2015-04-13,2.8333333333
en_CAN_starca,ITA,2014-11-10,1
en_USA_nytime,DNK,2014-01-13,1
fr_BEL_lesoir,LVA,2015-01-05,0.5
fr_DZA_xpress,TUN,2015-03-16,5
fr_BEL_lesoir,MEX,2015-03-16,1
en_NZL_nzhera,BDI,2015-06-15,1
en_SGP_twoday,JOR,2014-06-30,0.3333333333
en_IND_hindti,EGY,2014-09-15,2
es_VEN_univer,SYR,2014-11-24,11.25
es_MEX_univer,CUB,2014-05-05,2.5
en_CHN_mopost,ZWE,2014-11-17,1
en_GBR_guardi,AUT,2015-02-23,1.5
es_MEX_univer,SGP,2015-03-16,2
es_CHL_mercur,ECU,2014-10-13,0.5
en_IND_hindti,CHN,2015-03-30,4
en_MYS_starmy,SDN,2015-02-02,5
en_ZWE_chroni,USA,2015-05-18,2.5
es_BOL_patria,CUB,2014-10-27,2
en_GBR_guardi,LKA,2014-04-21,2
en_CHN_chinad,ARE,2015-02-23,2
en_GBR_dailyt,IRQ,2015-05-11,4.5
fr_FRA_lmonde,CUB,2015-04-20,2
en_CAN_starca,RUS,2015-03-02,10.5
en_JPN_jatime,SYR,2014-07-28,1.5
en_NZL_nzhera,RUS,2014-12-08,15
en_USA_wapost,UGA,2014-02-10,1
es_MEX_jormex,RUS,2014-05-12,1
en_NZL_nzhera,KHM,2014-02-03,6
fr_DZA_xpress,SSD,2014-10-20,0.8333333333
en_GBR_dailyt,COL,2015-05-25,1
en_CHN_mopost,DEU,2014-11-10,1.5
es_BOL_larazo,PRK,2014-05-05,1.5
en_USA_wapost,ITA,2014-02-17,1
en_USA_wapost,AUS,2015-04-13,3
en_USA_nytime,TUR,2014-06-23,1
en_GBR_dailyt,SYR,2015-02-16,8.3333333333
fr_FRA_lepari,USA,2015-02-09,11.3333333333
en_MYS_starmy,JPN,2015-03-02,3.5
en_NZL_nzhera,CHL,2015-01-26,2
en_USA_wapost,DNK,2015-02-16,6.5
en_CHN_mopost,SAU,2014-12-22,1
en_GBR_guardi,IND,2014-08-11,7
en_AUS_austra,TUR,2015-04-06,1.5
es_BOL_patria,BRA,2015-04-06,4
fr_DZA_xpress,IRQ,2015-02-16,0.5
en_CHN_mopost,CHE,2014-04-14,2.5
en_GBR_guardi,NLD,2015-04-06,4.5
fr_DZA_xpress,OMN,2014-03-10,0.5
en_CHN_chinad,USA,2014-04-07,29.5
en_USA_nytime,MLI,2014-08-18,1
fr_FRA_lmonde,ITA,2015-01-26,5
en_JPN_jatime,CPV,2014-11-24,1
en_NZL_nzhera,AFG,2015-06-08,10.5
es_CHL_mercur,PRK,2014-08-11,1
en_USA_nytime,SSD,2014-01-13,4.3333333333
en_MYS_starmy,MLI,2014-08-25,1
es_CHL_tercer,BRA,2014-03-31,2.5
fr_DZA_xpress,MLI,2014-06-23,0.5
en_PAK_newint,SYR,2014-06-30,4
en_SGP_twoday,HKG,2015-06-22,2
en_GBR_guardi,CAN,2014-10-27,12.5
en_JPN_jatime,CAN,2015-02-16,1
en_MYS_starmy,GTM,2014-09-15,1
fr_BEL_derheu,GBR,2015-02-23,2.5
en_IND_tindia,MLI,2014-11-10,1
en_MYS_starmy,JPN,2014-07-21,3
es_MEX_univer,USA,2015-01-26,15.5
es_MEX_univer,IRQ,2015-04-13,7.5
es_CHL_mercur,SDN,2014-04-28,0.8333333333
fr_DZA_elwata,MAR,2014-10-20,1
en_MYS_starmy,FRA,2015-01-19,13
es_ESP_catalu,YEM,2015-03-30,1
en_ZWE_chroni,MYS,2015-05-25,1
en_CAN_starca,IRQ,2014-06-16,9.5
es_CHL_tercer,PER,2014-06-30,2
en_USA_nytime,PRK,2014-07-28,3
en_CHN_mopost,AFG,2014-06-23,2
es_BOL_larazo,MEX,2015-01-26,6
fr_FRA_lmonde,UKR,2015-05-18,0.5
es_MEX_univer,PRK,2014-10-20,4
es_VEN_univer,MLI,2015-05-11,1
en_GBR_guardi,BGD,2015-03-02,5.5
en_NZL_nzhera,DEU,2014-05-26,4.8333333333
en_CHN_mopost,GRC,2015-04-20,1
en_AUS_austra,AFG,2014-02-17,1
es_ARG_nacion,USA,2014-09-15,11.5
en_GBR_dailyt,CHN,2014-12-08,11.5
fr_FRA_lepari,DEU,2014-04-21,1.5
es_VEN_univer,USA,2014-08-04,21.5
fr_DZA_elwata,MAR,2014-05-26,1
en_MYS_starmy,GBR,2014-08-18,10
en_IND_hindti,AFG,2015-03-30,4
en_GBR_dailyt,BRA,2014-11-10,3
en_NZL_nzhera,HUN,2014-11-10,1
en_PAK_newint,UKR,2014-07-28,3
en_CHN_mopost,RUS,2015-04-06,3
es_MEX_univer,COL,2015-05-11,5.5
en_CAN_starca,AUS,2015-02-02,6
en_GBR_dailyt,NPL,2015-06-01,1
en_NZL_nzhera,MOZ,2014-09-01,0.5
en_JPN_jatime,JOR,2015-01-26,2
en_USA_wapost,KEN,2014-09-15,1
es_CHL_mercur,PSE,2014-12-01,0.8333333333
en_USA_wapost,MEX,2014-05-12,2
es_MEX_jormex,IRQ,2014-11-24,1
es_BOL_larazo,PER,2014-05-12,2
es_CHL_mercur,TUR,2014-09-15,2
fr_BEL_lesoir,GBR,2014-08-11,2.5
en_USA_nytime,TUR,2014-09-22,7.5
en_NZL_nzhera,SYR,2015-04-27,16.3333333333
es_VEN_univer,NPL,2014-08-04,1
en_NZL_nzhera,CAN,2014-09-08,10.5
en_JPN_jatime,BEL,2015-01-19,0.5
en_MYS_starmy,UKR,2014-06-09,49.1666666667
es_BOL_patria,GTM,2014-08-18,2
en_ZWE_chroni,PAK,2014-12-01,1
en_NZL_nzhera,ARG,2015-04-27,3
es_VEN_univer,URY,2014-07-07,0.5
es_ESP_elpais,UKR,2014-12-15,3
en_JPN_jatime,PSE,2014-06-09,0.5
en_USA_nytime,PAK,2014-10-27,3
en_USA_wapost,DEU,2015-03-09,1.5
en_GBR_guardi,NLD,2014-01-27,1
en_SGP_twoday,LUX,2015-06-01,2
en_SGP_twoday,BHR,2014-12-29,4.5
en_AUS_austra,PAK,2015-05-11,3.5
en_GBR_guardi,DEU,2014-09-01,3
en_NZL_nzhera,COG,2015-04-06,0.5
fr_FRA_lmonde,PRK,2014-09-08,1
en_GBR_dailyt,BGR,2015-01-12,1
en_GBR_guardi,CYP,2014-05-19,0.5
es_ESP_elpais,SSD,2014-04-21,1
en_SGP_twoday,SEN,2015-02-16,1
en_MYS_starmy,IRN,2014-07-21,4
es_CHL_tercer,FRA,2014-12-15,2.5
fr_DZA_xpress,EGY,2014-02-17,3
fr_FRA_lepari,NGA,2014-10-27,3
fr_FRA_lmonde,UGA,2014-01-13,1.5
fr_DZA_elwata,LBY,2014-10-13,1
en_IND_hindti,FRA,2014-12-08,1
en_NZL_nzhera,KEN,2014-04-07,3.5
en_CHN_mopost,IRQ,2014-07-28,3
es_VEN_univer,LBR,2014-11-03,1
en_CAN_starca,FRA,2014-03-03,1
en_ZWE_chroni,AFG,2014-02-10,1
es_MEX_jormex,NLD,2014-07-21,0.5
es_MEX_univer,TUR,2015-01-05,3
fr_FRA_lepari,DZA,2014-11-10,5
es_BOL_larazo,MDA,2014-04-14,0.5
en_USA_nytime,SRB,2014-10-13,2.5
en_IND_hindti,KOR,2015-03-02,2.5
es_ESP_catalu,SYC,2014-09-15,1
en_SGP_twoday,FRA,2015-03-16,23.75
es_ESP_elpais,RUS,2014-11-17,2.8333333333
en_SGP_twoday,AFG,2015-06-01,6
fr_CAN_jmontr,USA,2014-07-28,16
es_CHL_tercer,ARG,2014-08-25,8
en_NZL_nzhera,FRA,2015-06-08,28.75
en_USA_nytime,BGD,2014-04-21,1
en_PAK_newint,THA,2015-03-30,3
es_ESP_catalu,NPL,2015-03-02,1
en_NZL_nzhera,BIH,2014-12-22,1
en_USA_nytime,TCD,2015-03-23,0.5
es_CHL_tercer,VEN,2015-06-01,7
es_MEX_univer,PSE,2014-08-18,15.8333333333
en_MYS_starmy,ROU,2014-06-16,2
en_SGP_twoday,KEN,2014-05-05,1
en_JPN_jatime,AUS,2015-06-22,0.5
fr_FRA_lepari,SWE,2015-03-02,1
en_USA_nytime,YEM,2014-03-10,2
en_CAN_starca,TUR,2014-08-04,3
es_CHL_tercer,PHL,2014-08-25,1
en_IND_tindia,EGY,2014-01-20,10
en_NZL_nzhera,PER,2015-05-04,4
en_GBR_dailyt,IRN,2015-03-23,8.3333333333
es_MEX_jormex,ARG,2015-06-01,2
en_GBR_dailyt,PSE,2014-07-07,25.3333333333
es_VEN_univer,SYR,2015-05-25,14.6666666667
en_SGP_twoday,IDN,2015-06-01,5.5
en_ZWE_chroni,AFG,2014-12-29,1
en_ZWE_chroni,ARG,2014-04-07,1
en_PAK_newint,PHL,2014-09-01,0.5
en_JPN_jatime,TUN,2015-04-20,0.3333333333
fr_FRA_lepari,SAU,2015-02-02,1
en_GBR_dailyt,SDN,2014-06-23,9
en_GBR_dailyt,PSE,2015-05-18,3
en_JPN_jatime,LBN,2014-10-06,0.5
fr_FRA_lmonde,CHE,2014-02-10,21.5
en_MLT_tmalta,RUS,2015-03-30,5
fr_DZA_elwata,HKG,2014-08-25,0.3333333333
fr_BEL_derheu,SGP,2015-03-02,0.5
en_MYS_starmy,AUT,2015-02-16,1
en_USA_nytime,PER,2014-01-27,0.5
es_CHL_tercer,VAT,2015-04-06,2.5
en_MYS_starmy,PRT,2015-04-27,1.5
es_ARG_nacion,ESP,2014-12-29,1
es_ESP_elpais,PRY,2015-03-23,1
es_ESP_catalu,MAR,2014-07-28,0.5
en_JPN_jatime,TUR,2015-02-23,1.5
en_MYS_starmy,UKR,2014-08-11,64.3333333333
en_IND_hindti,LKA,2015-03-30,1
es_MEX_jormex,BRA,2014-12-08,3
en_SGP_twoday,GBR,2014-06-30,10.1666666667
es_BOL_larazo,USA,2014-12-29,1
fr_DZA_elwata,VEN,2014-08-18,1
en_GBR_guardi,IDN,2014-07-28,0.5
en_AUS_austra,PRK,2015-04-20,1
es_ARG_nacion,BOL,2015-04-13,0.3333333333
en_CAN_starca,ESP,2014-03-31,1
fr_CAN_jmontr,BRA,2015-01-19,1
en_USA_nytime,GRC,2015-03-16,6
en_ZWE_chroni,USA,2015-06-01,0.5
en_IND_tindia,HUN,2014-08-04,1
en_GBR_dailyt,KAZ,2014-12-29,0.5
en_MYS_starmy,FJI,2014-08-25,2
fr_CAN_jmontr,IND,2014-09-22,4
en_GBR_guardi,DEU,2015-04-13,9
en_CAN_starca,KEN,2014-04-28,0.3333333333
en_NZL_nzhera,ISR,2014-03-10,6.1666666667
es_CHL_mercur,FRA,2014-12-15,1.25
es_ARG_nacion,CMR,2014-07-28,1
en_JPN_jatime,IRQ,2014-12-08,3
en_PAK_newint,SVN,2014-07-14,1
fr_DZA_xpress,JOR,2014-04-14,1
es_CHL_tercer,SYR,2015-01-26,3.5
fr_BEL_derheu,SYR,2015-02-02,1
en_SGP_twoday,LBR,2014-12-29,4
en_CHN_chinad,IRN,2015-01-12,1.3333333333
en_USA_nytime,PSE,2015-02-23,10
en_CHN_mopost,DNK,2014-04-28,1
es_ESP_elpais,NLD,2014-09-08,0.5
en_CHN_chinad,SDN,2014-05-12,1
en_MLT_tmalta,SYR,2014-09-01,3.3333333333
es_CHL_tercer,GRD,2014-11-24,2
en_MLT_tmalta,IRQ,2015-06-01,2
fr_BEL_derheu,PAK,2015-01-26,1
es_CHL_mercur,MEX,2015-03-09,4
en_USA_nytime,BRA,2015-03-09,3
en_IND_tindia,BGD,2015-02-23,2.5
en_JPN_jatime,HTI,2015-01-05,2
fr_FRA_lepari,EGY,2015-03-30,1
fr_DZA_elwata,USA,2014-11-24,1
es_CHL_tercer,NPL,2015-06-22,0.3333333333
en_NZL_nzhera,CUB,2015-06-01,9
en_SGP_twoday,PRK,2014-08-04,3.3333333333
es_MEX_univer,FRA,2014-08-18,4
en_JPN_jatime,GBR,2014-05-05,5
fr_DZA_xpress,COG,2014-06-09,1
en_SGP_twoday,RUS,2014-04-28,5.8333333333
fr_BEL_derheu,ISR,2014-07-28,6.8333333333
en_CAN_starca,SWE,2014-08-25,1
en_CHN_chinad,LKA,2014-12-01,2
es_VEN_univer,LBN,2014-08-04,2
es_BOL_patria,IRQ,2014-06-23,1
en_JPN_jatime,AUS,2014-12-22,0.5
en_GBR_dailyt,GRC,2014-07-21,1
en_MLT_tmalta,SOM,2014-06-02,1
en_AUS_hersun,JPN,2014-11-17,1
en_NZL_nzhera,CAN,2015-02-16,14
fr_FRA_lmonde,GBR,2014-11-24,9
en_NZL_nzhera,KHM,2014-10-13,5
en_IND_tindia,CAN,2014-06-02,4
en_CAN_starca,MLI,2014-03-31,1
en_NZL_nzhera,TWN,2014-11-24,6
en_SGP_twoday,ESP,2015-05-18,5
es_VEN_univer,HKG,2014-09-29,28.3333333333
en_IND_hindti,PHL,2014-05-26,1
en_IND_tindia,JOR,2014-04-14,0.5
en_USA_nytime,AFG,2015-06-01,4
en_IND_tindia,SYR,2014-08-25,12.3333333333
en_CHN_chinad,MEX,2014-10-27,3
fr_FRA_lmonde,MMR,2015-03-02,1
fr_BEL_lesoir,USA,2015-03-09,2
en_ZWE_chroni,EGY,2014-03-10,0.5
es_ARG_nacion,CHN,2014-05-26,0.5
en_PAK_newint,BIH,2014-02-17,1
en_GBR_dailyt,ZAF,2014-08-11,2
en_GBR_dailyt,SYR,2014-07-28,3
en_GBR_guardi,SDN,2015-01-19,2
es_ESP_elpais,FRA,2015-05-18,5
en_USA_wapost,VEN,2015-01-26,1
es_MEX_univer,EGY,2014-08-18,2.6666666667
en_CHN_mopost,IRN,2014-03-31,4
es_ESP_catalu,YEM,2014-09-15,1
en_ZWE_chroni,MUS,2015-06-01,1
en_MLT_tmalta,CHN,2014-09-08,1
en_MLT_tmalta,TUN,2014-12-01,0.5
en_CHN_chinad,PAK,2014-01-20,3.8333333333
es_MEX_univer,JOR,2014-12-29,1
en_NZL_nzhera,BGR,2014-06-09,2
es_VEN_univer,JOR,2014-09-22,2
fr_FRA_lmonde,AFG,2015-03-23,8
es_MEX_jormex,LBN,2014-08-04,0.5
en_USA_nytime,HRV,2014-03-03,1
en_NZL_nzhera,PAK,2015-05-11,12
en_CAN_starca,NZL,2015-05-11,1
es_MEX_univer,LBY,2015-06-08,2
es_MEX_univer,ESP,2014-11-10,6
fr_CAN_jmontr,GEO,2014-06-23,0.3333333333
en_MLT_tmalta,GRC,2015-02-16,18
en_GBR_dailyt,CHL,2014-03-10,1
en_USA_wapost,RUS,2014-10-20,12
en_CHN_chinad,PSE,2014-12-01,0.5
en_GBR_guardi,NOR,2014-04-28,1
es_ESP_catalu,DEU,2015-06-01,3
en_GBR_guardi,JOR,2014-03-10,3.3333333333
es_ESP_elpais,IND,2015-05-18,3
es_BOL_larazo,CHL,2014-12-15,2.5
en_GBR_dailyt,NLD,2014-05-19,1
fr_CAN_jmontr,ESP,2014-06-23,1
es_CHL_mercur,PSE,2014-09-01,4.6666666667
en_NZL_nzhera,BHS,2014-07-07,1.5
es_BOL_larazo,SDN,2015-03-23,0.5
en_NZL_nzhera,HUN,2015-02-02,4.5
es_VEN_univer,PAK,2015-04-27,1
en_CHN_mopost,UKR,2015-06-22,0.3333333333
en_NZL_nzhera,MOZ,2014-12-15,4
en_NZL_nzhera,MLI,2015-06-15,5.8333333333
en_USA_nytime,CAN,2015-01-12,1
en_NZL_nzhera,SWE,2014-11-17,1
en_IND_tindia,PAK,2014-11-17,3.5
en_MYS_starmy,SWE,2015-06-01,1
es_MEX_univer,PRK,2014-04-21,2.3333333333
es_CHL_mercur,USA,2015-04-20,31.1666666667
fr_DZA_xpress,SDN,2014-04-14,2
es_VEN_univer,AUT,2015-02-23,1
es_ESP_elpais,ISR,2015-06-08,1.5
es_BOL_larazo,UKR,2015-02-16,5
en_NZL_nzhera,POL,2015-06-08,10.3333333333
en_CAN_starca,TUN,2015-06-22,7
fr_CAN_jmontr,RUS,2014-11-03,3.8333333333
en_NZL_nzhera,IDN,2015-03-16,5
en_CAN_starca,USA,2014-07-14,6.5
en_USA_nytime,SDN,2014-10-27,1
es_MEX_jormex,VAT,2014-08-11,0.5
en_SGP_twoday,FRA,2015-01-05,122.1666666667
es_MEX_univer,NGA,2014-03-17,1
en_JPN_jatime,SAU,2014-11-03,1
es_MEX_jormex,HKG,2014-06-30,1
fr_FRA_lmonde,SAU,2014-04-07,0.5
es_CHL_mercur,YEM,2014-10-20,1
fr_FRA_lmonde,SDN,2014-04-28,1.3333333333
en_USA_nytime,RUS,2014-10-06,8.5
en_SGP_twoday,IND,2015-06-22,3.1666666667
en_IND_tindia,IRQ,2015-01-26,4
fr_FRA_lepari,MLI,2014-03-17,1
es_MEX_jormex,VAT,2014-12-15,0.5
es_BOL_patria,CUB,2014-11-03,1
fr_DZA_xpress,SDN,2014-01-20,2.5
es_ESP_catalu,ARM,2015-04-27,0.5
en_USA_wapost,KOR,2015-06-01,5
fr_FRA_lepari,YEM,2015-02-09,1
en_SGP_twoday,PAN,2014-07-28,1
en_JPN_jatime,CMR,2014-05-12,0.5
es_ESP_elpais,CHN,2015-03-02,16.8333333333
en_USA_nytime,PHL,2015-02-02,2
en_NZL_nzhera,CZE,2015-03-09,2
en_PAK_newint,UKR,2015-06-08,2
en_CHN_chinad,PAK,2015-01-12,2
en_CHN_chinad,IND,2014-09-01,6
en_NGA_thiday,TCD,2015-05-04,1.5
en_NZL_nzhera,HTI,2014-02-17,3.5
es_BOL_larazo,BRA,2015-04-20,4
en_GBR_dailyt,CHL,2014-08-25,1
en_MLT_tmalta,CHE,2014-05-19,1
es_MEX_jormex,ITA,2015-04-06,1
fr_BEL_derheu,COL,2015-04-20,1
en_USA_nytime,HND,2014-06-23,1
en_CAN_starca,PAK,2015-06-08,1
en_GBR_guardi,MEX,2014-01-27,3
en_NZL_nzhera,BRA,2014-11-03,15
en_SGP_twoday,CMR,2014-05-12,0.5
fr_FRA_lmonde,MYS,2014-03-31,1
en_CAN_starca,GBR,2014-10-27,3
